formula,bg,fidelity,bg_category
La(PRu)2,0.0,6,0.0
SmAu3,0.0,6,0.0
Hf4Co4Si7,0.0,6,0.0
K2Ta15O32,0.33,6,0.0
TmIn3,0.0,6,0.0
Li9Ga13(Te7O22)3,4.45,6,7.0
YHg2,0.0,6,0.0
AsRuS,1.2,6,2.0
La2Mn(SeO)2,1.6,6,2.0
ReO3,2.3,6,4.0
MnGePd,0.0,6,0.0
Ga4PbS7,3.08,6,5.0
MnNi,0.0,6,0.0
AgF,2.8,6,4.0
NbCrN,0.0,6,0.0
HfFe2,0.0,6,0.0
AgCl,5.13,6,7.0
HfC,0.0,6,0.0
Ca10Ge16(B2O17)3,5.47,6,7.0
Ag2PdO2,0.18,6,0.0
La2ZrS5,2.01,6,3.0
Ti2TcPd,0.0,6,0.0
TiSe,0.0,6,0.0
SmHoZn2,0.0,6,0.0
Hf2Co4P3,0.0,6,0.0
Sm2Mo2O7,0.0,6,0.0
SrSnP,0.0,6,0.0
Co5RuO8,0.0,6,0.0
BeGaO3,0.0,6,0.0
LiSiB6,2.27,6,4.0
Zn6S5Cl2,2.71,6,4.0
Cs5Bi(PSe3)4,1.85,6,3.0
Er2Se3,1.66,6,2.0
Zr3Ag,0.0,6,0.0
SrNi5As3,0.0,6,0.0
Sm2IrPd,0.0,6,0.0
MnS,0.0,6,0.0
Nd1.33Lu0.67S3,1.5,6,2.0
In0.04Te1Pb0.96,0.37,6,0.0
Cs3V2Cl9,0.0,6,0.0
Bi1.8Sb0.2Te3,0.15,6,0.0
Li3MnAs2,0.0,6,0.0
Bi7O5F11,4.05,6,7.0
Ce(CoAs)2,0.0,6,0.0
Ga1.02Sb0.98Se0.06,0.63,6,1.0
LiInAg2,0.0,6,0.0
NaSbF6,3.76,6,6.0
SrSiPd,0.0,6,0.0
RbMn4In5Se12,1.76,6,3.0
Cd0.8In2.1Ag0.1Te4,0.29,6,0.0
Li3Bi,0.7,6,1.0
Na2LiTa,0.0,6,0.0
Cs3Nb9(TeO8)4,3.22,6,5.0
LaSi2Ru,0.0,6,0.0
Cr2NiS4,0.0,6,0.0
NaEuO2,0.0,6,0.0
Cd4Sb3,1.25,6,2.0
Nd2CdIn,0.0,6,0.0
HgIrO3,0.0,6,0.0
Al2S3,4.1,6,7.0
Ga1.2Cu0.8Se2.2,1.58,6,2.0
Al2Cu,0.0,6,0.0
Cd(PS2)2,3.76,6,6.0
Yb2Sn,0.0,6,0.0
TmTl,0.0,6,0.0
Ca3SbN,0.0,6,0.0
Mn(BW)2,0.0,6,0.0
Pr2Ir2O7,0.0,6,0.0
Li4Mn5Ni3O16,0.0,6,0.0
Mg2TiIrO6,0.0,6,0.0
AgSO4,0.18,6,0.0
K2Ga3CuSe6,1.72,6,3.0
HoTlPd,0.0,6,0.0
Ho(CuTe)3,0.26,6,0.0
Ca3Al2Ge3,0.0,6,0.0
TiCoSb,0.95,6,1.0
TmBRh3,0.0,6,0.0
TiFe2Si,0.4,6,0.0
TbH2,0.0,6,0.0
GaAgO2,2.2,6,3.0
Li2ZnSnS4,2.87,6,5.0
Ge3Sb,0.0,6,0.0
Dy1Te1.45,0.6,6,1.0
In0.7Ga0.3As0.3P0.7,1.58,6,2.0
Nd2Ru2O7,0.0,6,0.0
Yb(MnAs)2,0.0,6,0.0
Ba2DyInTe5,1.35,6,2.0
CaB6,4.5,6,7.0
ErCuPb,0.0,6,0.0
Cd3P2,0.5,6,0.0
Al0.4In0.6P1,2.12,6,3.0
Sn1Se0.01S0.99,1.08,6,1.0
Ga1.05Sb0.95Te0.15,0.68,6,1.0
YAlGe,0.0,6,0.0
Sc3GaC,0.0,6,0.0
BaSi,0.0,6,0.0
Ce2Fe17,0.0,6,0.0
CaGa3Ni2,0.0,6,0.0
CsLaHgSe3,2.46,6,4.0
TbSe2,0.0,6,0.0
Mg3P2,1.4,6,2.0
SmMg3,0.0,6,0.0
TlCr5S8,1.01,6,1.0
Fe4O7F,0.0,6,0.0
K1.46Sn3.09Bi7.45Se15,0.39,6,0.0
Cd0.28Hg0.72Te1,0.21,6,0.0
Gd3.04Sc0.96S6,1.5,6,2.0
GaGeTe,1.1,6,1.0
Hf(CuP)2,0.0,6,0.0
La4In5S13,0.0,6,0.0
Sn3WO6,2.49,6,4.0
Ca3BiSb,0.0,6,0.0
GaBi25O39,2.99,6,5.0
U(SiNi)2,0.0,6,0.0
TaRh3,0.0,6,0.0
VAg(IO4)2,2.24,6,3.0
LiCa2In,0.0,6,0.0
Sn0.17Pb0.83Se1,0.04,6,0.0
EuH2,1.85,6,3.0
Cd0.04In0.96Te0.04As0.96,0.69,6,1.0
Ti1C0.9,0.3,6,0.0
Mg3Ge,0.0,6,0.0
Rb3Sm,0.0,6,0.0
FeI2,5.15,6,7.0
Sc(GaFe)6,0.0,6,0.0
K2In3AgSe6,1.64,6,2.0
YbGa2Pd,0.0,6,0.0
Li7Ti7O16,0.0,6,0.0
AlPd5I2,0.0,6,0.0
SbPbBrO2,2.67,6,4.0
MgPb3,0.0,6,0.0
Nb3V(PO4)6,0.0,6,0.0
Zn0.99Hg0.01Se1,2.6,6,4.0
K2Mn(SnSe3)2,2.0,6,3.0
Ti4O5,0.0,6,0.0
Dy2Te3,0.69,6,1.0
Al3Tc,0.0,6,0.0
Rb1.54Cd1.54Bi2.46S6,1.33,6,2.0
Zr7P4,0.0,6,0.0
Er3Al3NiGe2,0.0,6,0.0
CeCoGeH,0.0,6,0.0
Tm4Sb2Se11.68,1.22,6,2.0
TbB(SbO4)2,3.53,6,6.0
VGa(TeO4)2,3.0,6,5.0
Y4US5O3,1.95,6,3.0
K3LiNb6O15,0.0,6,0.0
RhSe2,0.6,6,1.0
EuPPt,0.0,6,0.0
Si2Ru,0.0,6,0.0
Rb2NaVF6,0.0,6,0.0
Lu3InN,0.0,6,0.0
In1.6Cu0.4Se2.6,1.32,6,2.0
K2B10H9O,0.0,6,0.0
Tb11S16,0.0,6,0.0
Ti3Pt5,0.0,6,0.0
Ca3In,0.0,6,0.0
CrPbO4,2.25,6,3.0
Bi2Te0.4Se2.6,0.7,6,1.0
CeMoO4F,2.52,6,4.0
Ca3TlN,0.0,6,0.0
Nb3B2,0.0,6,0.0
RbWO3,0.0,6,0.0
TlCr5Se3S5,0.89,6,1.0
CoH2(SN)4,0.0,6,0.0
Ce2S2O,0.0,6,0.0
Li2MnO2F,0.0,6,0.0
GeI2,1.5,6,2.0
Ba(GaS2)2,4.13,6,7.0
TiS2,1.95,6,3.0
VZn2BiO6,2.4,6,4.0
Sc5Bi3,0.0,6,0.0
Yb8Ge3Sb5,0.0,6,0.0
SmSnPd,0.0,6,0.0
TbGa2Co3,0.0,6,0.0
V2(OF)3,0.0,6,0.0
Cs4Ge5(PbS4)4,1.95,6,3.0
Sm2Te3,0.7,6,1.0
CdHg4(AsI2)2,1.45,6,2.0
Li4.5Fe0.5Te1O6,3.25,6,5.0
As2Ru,0.8,6,1.0
YIn2Ni,0.0,6,0.0
Li2Ni3TeO8,0.0,6,0.0
Sc3C4,0.0,6,0.0
Zn2Ni9O13,0.0,6,0.0
Cs4Ag9(SbS3)4,2.0,6,3.0
BaIn2Ir,0.0,6,0.0
Yb(CuS)3,1.56,6,2.0
Cd0.5Hg0.5Se1,0.8,6,1.0
VIr3,0.0,6,0.0
CeAlO3,0.0,6,0.0
Zr4AlNi2,0.0,6,0.0
LiInTe2,1.46,6,2.0
Nb3Bi,0.0,6,0.0
SiSn,0.59,6,1.0
Li2CdSnS4,3.26,6,5.0
U2Al3C4,0.0,6,0.0
CsCd4Ga5Te12,1.67,6,2.0
YbSnRh,0.0,6,0.0
K3Th2Cu3S7,2.49,6,4.0
Ag7AsSe6,1.0,6,1.0
AlCu7O12,0.0,6,0.0
Li3Mn2(CoO4)2,0.0,6,0.0
TbNi5,0.0,6,0.0
K2Zn(SnSe3)2,1.71,6,3.0
Cr2O3,3.4,6,6.0
Tm2MgTl,0.0,6,0.0
Li2MgSn,0.0,6,0.0
VFeSb,0.46,6,0.0
Pr2Co12P7,0.0,6,0.0
Mg2Ga,0.0,6,0.0
LiTaO3,4.1,6,7.0
SrPb3Br8,3.2,6,5.0
Fe6O7F5,0.0,6,0.0
Cu10Sb3,0.0,6,0.0
Tm2CdHg,0.0,6,0.0
Cu15Si4,0.0,6,0.0
In0.99Ga0.01As0.01P0.99,1.3,6,2.0
LaGa,0.0,6,0.0
Er(ReO4)2,0.0,6,0.0
Li2Nb2(PO4)3,0.0,6,0.0
CuMoO4,0.0,6,0.0
Y2Ru2O7,0.0,6,0.0
Tb(AlC)3,0.0,6,0.0
La3Si1Sb0.33Se7,1.75,6,3.0
BaGa4Se7,2.64,6,4.0
Ag3AsO4,0.0,6,0.0
Al2CoIr,0.0,6,0.0
CuSbPbS3,1.31,6,2.0
Pr9(SbO)5,0.0,6,0.0
CsInTe3O8,3.9,6,6.0
SmTmZn2,0.0,6,0.0
CdBiClO2,3.08,6,5.0
InBi2S4Cl,1.5,6,2.0
Ca2Os2O7,0.0,6,0.0
Li2TeWO6,4.0,6,7.0
Mn15Si26,0.7,6,1.0
VBi24O41,3.25,6,5.0
Zn0.15Ga0.85As0.85Se0.15,1.47,6,2.0
Sr2Co2O5,0.0,6,0.0
Mn2OF3,0.0,6,0.0
NaSb(PS3)2,2.17,6,3.0
Ce2Al2Co15,0.0,6,0.0
Sr2Be2B2O7,8.0,6,7.0
V2GaSn2,0.0,6,0.0
YMoO4F,3.78,6,6.0
LuGaRh2,0.0,6,0.0
HfB4Ir3,0.0,6,0.0
NbSiIr,0.0,6,0.0
Y(Al2Cu)4,0.0,6,0.0
BiSeI,1.28,6,2.0
BaYb2O4,0.0,6,0.0
Sn3P3O13,0.0,6,0.0
Tm2Ga10Os3,0.0,6,0.0
CoSb2,0.17,6,0.0
Mg(SnO2)4,0.0,6,0.0
DyFeSi,0.0,6,0.0
BaAl2,0.0,6,0.0
Ti2CoS4,0.0,6,0.0
KTbSe4,1.65,6,2.0
In0.2Ga0.8As1,1.07,6,1.0
ZnCu3P3O13,0.0,6,0.0
Ba(ZnAs)2,0.23,6,0.0
Sn3Ir2Se3,0.43,6,0.0
Li2B4O7,7.3,6,7.0
CuN3,4.17,6,7.0
RbNb3(TeO6)2,3.49,6,6.0
Sn0.03Pb0.97Se1,0.21,6,0.0
EuSn3,0.0,6,0.0
CsSmCdSe3,2.45,6,4.0
Sc(VGa2)2,0.0,6,0.0
TlHg6S4Br5,3.03,6,5.0
TlS2,1.8,6,3.0
Mn3Cr3(CoO8)2,0.0,6,0.0
Ga1.1Sb0.9Se0.3,0.67,6,1.0
Ba(BRh)2,0.0,6,0.0
Eu2(Ga3Rh)3,0.0,6,0.0
Ca5Ir,0.0,6,0.0
TlAgSe2,0.72,6,1.0
BiSI,1.56,6,2.0
La2CuO4,0.0,6,0.0
KLi(WO3)3,0.0,6,0.0
Eu(GaS2)2,2.25,6,3.0
KP(HO2)2,6.95,6,7.0
Li4(FeO2)9,0.0,6,0.0
Y2CuO4,0.0,6,0.0
Li2Ti3FeO8,0.0,6,0.0
Cu8O,0.0,6,0.0
TmMgCd2,0.0,6,0.0
Ca2Bi2O5,3.34,6,5.0
TmCuSi,0.0,6,0.0
Si0.109Ge0.891,1.13,6,1.0
SiSb3,0.0,6,0.0
Nd(GePt)2,0.0,6,0.0
Sc2S3,2.0,6,3.0
BiIO3F2,3.97,6,7.0
Mg3AsN,1.33,6,2.0
Li5Mn6(BO3)6,0.0,6,0.0
Ga2Cu1S3.5,2.42,6,4.0
La2Fe2I,0.0,6,0.0
Ca2ZnRh,0.0,6,0.0
La2S3,2.77,6,4.0
ScSbRu2,0.0,6,0.0
MgSnRh2,0.0,6,0.0
AgPd(IO3)3,1.5,6,2.0
Pr3Cd,0.0,6,0.0
Ta2OsW,0.0,6,0.0
Th2CrN3,0.0,6,0.0
Nd2(SnSe3)3,0.5,6,0.0
CdInCuSe3,1.66,6,2.0
U2AlCo2,0.0,6,0.0
Ba4Sb3S8Cl,2.09,6,3.0
V3Cd4(TeO5)3,2.66,6,4.0
CsEr9(Cd2Se9)2,2.09,6,3.0
Cd0.4Hg0.6Se1,0.95,6,1.0
CrNiP2O9,0.0,6,0.0
Cs6.4Na1.6Ga8Ge38,0.22,6,0.0
Cu5(Si2O7)2,0.0,6,0.0
Ti5ZnO7,0.0,6,0.0
Mg2GeB2Rh5,0.0,6,0.0
HoB2Rh3,0.0,6,0.0
Zn2WN2,0.0,6,0.0
Nd(InS2)3,1.15,6,2.0
Nd2S3,2.65,6,4.0
Zn0.99Ga0.01P0.01S0.99,3.7,6,6.0
NaZr2TiF11,0.0,6,0.0
W2C,0.0,6,0.0
Sn0.06Pb0.94Se1,0.14,6,0.0
Li2In2GeS6,3.45,6,6.0
LiTlPd2,0.0,6,0.0
Cu3(BiI4)4,0.0,6,0.0
Ba2ZnSe3,2.75,6,4.0
W3O7F,0.0,6,0.0
LuNiBC,0.0,6,0.0
Y(SiRu)2,0.0,6,0.0
SrIn2(GeIr)4,0.25,6,0.0
Li4Fe2Cu3O10,0.0,6,0.0
Lu2TlCd,0.0,6,0.0
Yb3Tc,0.0,6,0.0
CoGe,0.0,6,0.0
ZrSi2,0.0,6,0.0
Ba4Sm2Cu2O9,0.0,6,0.0
Eu2ReO5,0.0,6,0.0
Ho3Ge5,0.0,6,0.0
Sn3As2,0.47,6,0.0
Tl2Cu2SnS4,1.4,6,2.0
SrCd,0.0,6,0.0
CsSbS2,2.8,6,4.0
Cd0.1Ga0.9Sb0.9Te0.1,0.78,6,1.0
Sb2XeF14,0.0,6,0.0
CdAg,0.0,6,0.0
Mn3(OF3)2,0.0,6,0.0
Cs10Cd4Sn4S17,3.16,6,5.0
TaPd3,0.0,6,0.0
ErB2Ir3,0.0,6,0.0
NdBi,0.0,6,0.0
Te2Os,0.3,6,0.0
Ca(MnAs)2,0.0,6,0.0
YWO3,0.0,6,0.0
LiBiS2,0.11,6,0.0
ZrW2,0.0,6,0.0
Li14Ti21O48,0.0,6,0.0
Dy(CuSe)3,0.2,6,0.0
SrGe2,0.9,6,1.0
LiLu2Ru,0.0,6,0.0
TiFe2As,0.0,6,0.0
SrCuBi,0.0,6,0.0
Lu2FeS4,0.0,6,0.0
Cd0.1In0.9Te0.1As0.9,0.69,6,1.0
KSb,0.9,6,1.0
Eu(InS2)2,1.5,6,2.0
CuSbS2,1.38,6,2.0
Li3V4NiO12,0.0,6,0.0
CBr4,3.7,6,6.0
Ga1.1Cu0.9Se2.1,1.59,6,2.0
Yb(Fe2Ge)2,0.0,6,0.0
Y4AsSe3,0.0,6,0.0
K3Sn,0.0,6,0.0
MgCr,0.0,6,0.0
Tc3Pd,0.0,6,0.0
Li2ZnGeSe4,1.86,6,3.0
MoSe2,1.6,6,2.0
Zr3Ir,0.0,6,0.0
Ba6In2NF,0.0,6,0.0
Rb2CrF6,0.0,6,0.0
TlSbTe3,0.38,6,0.0
Ba3Co10O17,0.0,6,0.0
CeF3,4.85,6,7.0
Mn3Al10,0.0,6,0.0
HfInCu2,0.0,6,0.0
SmCoC2,0.0,6,0.0
Hf3P,0.0,6,0.0
Li2Cu2S3,0.0,6,0.0
Zn0.7Ga0.3P0.3Se0.7,2.15,6,3.0
Sm4MgRh,0.0,6,0.0
VNi2,0.0,6,0.0
UO,1.5,6,2.0
Ce4FeSe6O,0.0,6,0.0
Ce(BC)2,0.0,6,0.0
KAlGeS4,3.5,6,6.0
Ca(CoGe)2,0.0,6,0.0
LaMg3,0.0,6,0.0
Cr3Se4,1.59,6,2.0
Ga0.99Hg0.01Sb0.99Te0.01,0.72,6,1.0
Te0.6Se0.4,0.7,6,1.0
La2VCoO6,0.41,6,0.0
Li2Fe2(PO4)3,0.0,6,0.0
TaPt3,0.0,6,0.0
Cd0.02In0.98Te0.02As0.98,0.73,6,1.0
Ca2Sn2F3,0.0,6,0.0
NdSbPd,0.0,6,0.0
V8O,0.0,6,0.0
Tb2Ti3Ge4,0.0,6,0.0
Sr2YBi2O7,0.0,6,0.0
Si0.1Ge0.9,0.8,6,1.0
Y(AlSi)2,0.0,6,0.0
MgF2,11.1,6,7.0
Li3AlP2,2.75,6,4.0
ZrB2,0.0,6,0.0
YCd4B3O10,3.78,6,6.0
CsTaPSe6,2.29,6,4.0
Co(PO3)4,0.0,6,0.0
Ge0.25Te1Pb0.75,0.44,6,0.0
Li3Cr3(CuO6)2,0.0,6,0.0
Sn2SbS2I3,1.5,6,2.0
Sr3Eu(PO4)3,3.99,6,7.0
ZrGaPt,0.0,6,0.0
U2SnRh2,0.0,6,0.0
RbCuPdF5,0.0,6,0.0
Li3Mn4O8,0.0,6,0.0
PSe,2.5,6,4.0
MnSiNi2,0.0,6,0.0
Pr2CdSn,0.0,6,0.0
ZnWO2,0.0,6,0.0
La10Se14O,2.04,6,3.0
ZrNiSb,0.55,6,0.0
Cs4Zr3S14,2.35,6,4.0
TlTe,0.0,6,0.0
SeS,1.9,6,3.0
CeRh,0.0,6,0.0
Ce(SiAu)2,0.0,6,0.0
AgBi(PSe3)2,1.4,6,2.0
ScCrO4,0.0,6,0.0
Zn0.75Cd0.25Se1,3.2,6,5.0
NdZn2Ag,0.0,6,0.0
In1.01Cu0.99Se2.01,1.08,6,1.0
Nd2ZrS5,1.83,6,3.0
Ga1Sb0.85As0.15,1.1,6,1.0
Zn0.1Ga0.9Sb0.9Te0.1,1.0,6,1.0
Rb3Ta2AsS11,2.21,6,3.0
Gd3Al7Ag2,0.0,6,0.0
Ba3CrS5,0.0,6,0.0
Ba12In4S19,2.56,6,4.0
Pb17(Cl9O4)2,3.44,6,6.0
CsAgCl3,0.0,6,0.0
Cd6P7,0.85,6,1.0
Ru3Cl,0.0,6,0.0
KSm2CuS4,2.17,6,3.0
PmDy3,0.0,6,0.0
CsBi3Se5,0.43,6,0.0
Ti6H2O13,3.4,6,6.0
Dy4Te3S4,1.43,6,2.0
Rh0.67S2,1.5,6,2.0
CsGaS3,3.0,6,5.0
LiPm2Ir,0.0,6,0.0
Rb2NbCuS4,2.64,6,4.0
Ba2Zn0.2B2S5.2,3.54,6,6.0
In0.01Ga0.99As1,1.4,6,2.0
YbMgPd,0.0,6,0.0
CsEuF3,0.0,6,0.0
Sr5V3O12F,4.5,6,7.0
BaZnGeSe4,2.46,6,4.0
DyYAg2,0.0,6,0.0
MgTi4O6,0.0,6,0.0
Ba2SnSe4,1.9,6,3.0
VTeHO5,2.51,6,4.0
ScN,2.6,6,4.0
Mn5Ge2,0.0,6,0.0
Rb1.45Sb7.45Pb3.1Se15,0.45,6,0.0
EuBi3,0.0,6,0.0
BaNa2GeS4,3.7,6,6.0
GaAgTe2,1.1,6,1.0
In1Sb0.2As0.8,0.12,6,0.0
SmSnTe2,0.52,6,0.0
MgCuBi,0.0,6,0.0
ZrSb,0.0,6,0.0
SmSb,0.59,6,1.0
Ce(HO)3,0.0,6,0.0
Ba2V2Te2O11,3.16,6,5.0
NaH3(SeO3)2,4.9,6,7.0
Ag2GeS3,1.98,6,3.0
CdCu2SnS4,1.37,6,2.0
Ba2YInSe5,2.31,6,4.0
Ge0.15Te0.15Pb0.85Se0.85,0.32,6,0.0
Ga1As0.8P0.2,1.62,6,2.0
KNb2O5,0.0,6,0.0
In0.3Ga0.7As0.3P0.7,2.05,6,3.0
Li4Fe3NiO8,0.0,6,0.0
TmBPd3,0.0,6,0.0
La2Nb2N2O5,0.0,6,0.0
CsZn2B3O7,5.69,6,7.0
LuIr2,0.0,6,0.0
Cr4Cu3Te8,0.0,6,0.0
CaHfZn,0.0,6,0.0
Ba2GaSbSe5,2.51,6,4.0
TiPO4,0.0,6,0.0
Sm4U4O17,0.0,6,0.0
SnHgO3,1.6,6,2.0
Li4Co3CuO8,0.0,6,0.0
HoMgAu2,0.0,6,0.0
Sr4Te3(ClO2)4,4.0,6,7.0
Sm(SiAg)2,0.0,6,0.0
Si(Bi3O5)4,3.2,6,5.0
CrB2(PbO2)6,1.8,6,3.0
Ge0.39Te1Pb0.61,0.56,6,0.0
CsSbTe2,0.43,6,0.0
Li6FeNi9O20,0.0,6,0.0
BaTl3,0.0,6,0.0
TmScHg2,0.0,6,0.0
DyInCu2,0.0,6,0.0
YH2NO5,4.83,6,7.0
Li2PtO3,2.3,6,4.0
Sr3Bi(PO4)3,4.0,6,7.0
Ti3PO7,0.0,6,0.0
Ce6B2(CBr)3,0.0,6,0.0
CsBiSe2,1.07,6,1.0
RbBa2(PO3)5,7.6,6,7.0
PbN6,2.98,6,5.0
Cs4In8GeSe16,2.2,6,3.0
BaCaSn3,0.0,6,0.0
La20Mo12Cl4O63,2.4,6,4.0
TlCuSe2,1.07,6,1.0
Ba7Ga5AgS15,2.6,6,4.0
Eu(MnGe)2,0.0,6,0.0
Ge0.01Te0.99Pb0.99S0.01,0.32,6,0.0
Rb2SCl6F,0.0,6,0.0
GaAgGe5Se12,2.14,6,3.0
Ho3GaC,0.0,6,0.0
Ba2Yb(CuO2)4,0.0,6,0.0
Ga2S3,2.8,6,4.0
Li0.33Ag1Sn0.67O2,2.7,6,4.0
ScTlS2,1.51,6,2.0
Ba3PN,0.0,6,0.0
MgCu2GeS4,2.36,6,4.0
In0.4Ga1.6Cu1S3.5,2.15,6,3.0
Ag2GeSe3,0.9,6,1.0
Gd2AlCo2,0.0,6,0.0
CsTb9(Cd2Se9)2,1.95,6,3.0
U2Cr30P19,0.0,6,0.0
CsLiCO3,6.19,6,7.0
K2PdSe10,1.48,6,2.0
ZnHg3(SeCl2)2,2.23,6,3.0
K3Ta2AsS11,2.21,6,3.0
Ce3LuSe6,1.1,6,1.0
BeAlB,0.0,6,0.0
K2Cd2Te3,1.93,6,3.0
ScCoO3,0.0,6,0.0
PrIr2,0.0,6,0.0
CsMnSb,0.0,6,0.0
CoSb3,0.49,6,0.0
Li2LaTl,0.0,6,0.0
Ce3AlC,0.0,6,0.0
Ba2FeReO6,0.0,6,0.0
Er2SnAu2,0.0,6,0.0
V5SiB2,0.0,6,0.0
UGaNi,0.0,6,0.0
PrNiGe2,0.0,6,0.0
ZnSiP2,2.07,6,3.0
Ca4Bi6O13,2.76,6,4.0
Li4Mn5Cu3O16,0.0,6,0.0
Re3F,0.0,6,0.0
V4ZnO8,0.0,6,0.0
BSb,2.6,6,4.0
Ca2GeN2,0.0,6,0.0
TiCoGe,0.0,6,0.0
Li3CrO4,0.0,6,0.0
Ti2Be17,0.0,6,0.0
UAu2,0.0,6,0.0
AlVCo2,0.0,6,0.0
Ba2Cu5F14,0.0,6,0.0
CsNa8(B7O12)3,4.67,6,7.0
TbMn5Ge3,0.0,6,0.0
Sr8Fe3N8,0.0,6,0.0
PrTaN2O,2.0,6,3.0
NiGe,0.0,6,0.0
LiSb3PbS6,1.6,6,2.0
Zn0.2Hg0.8Te1,0.07,6,0.0
Si0.8Ge0.2,1.1,6,1.0
Li6(NiO2)5,0.0,6,0.0
Bi0.2Sb1.8Te3,0.28,6,0.0
Ba3YIr2O9,0.0,6,0.0
Ba2B6O11,5.17,6,7.0
Rb2Zn3(SeO3)4,4.9,6,7.0
Mn5O7,0.0,6,0.0
Zr2HBr2,0.0,6,0.0
LuCdAg2,0.0,6,0.0
HgTeBr,2.06,6,3.0
Mg2Co,0.66,6,1.0
Sb8I2O11,2.72,6,4.0
CeScO3,3.2,6,5.0
LiAgF3,0.0,6,0.0
SmCuSe2,2.1,6,3.0
La8Sb2S15,2.3,6,4.0
In0.4Ga0.6As0.6P0.4,1.74,6,3.0
La3NiBr3,0.0,6,0.0
Na2Tl,0.0,6,0.0
Na2V6O13,0.0,6,0.0
InCuS2,1.5,6,2.0
ReF6,0.0,6,0.0
Ba3Cd(SnS4)2,2.75,6,4.0
BaGa4S7,3.54,6,6.0
Rb2VCuS4,1.85,6,3.0
Ba3Tb2(PS4)4,3.37,6,5.0
Li8IrO6,0.0,6,0.0
Tl3AsSe3,1.3,6,2.0
TiMn2Al,0.0,6,0.0
CdSnO3,3.0,6,5.0
In0.6Ga0.4As0.6P0.4,1.25,6,2.0
LaReB,0.0,6,0.0
Sm2AgRu,0.0,6,0.0
EuSeClO3,0.0,6,0.0
Pt3PbC,0.0,6,0.0
In5AgS8,1.76,6,3.0
Cd0.23Hg0.77Te1,0.12,6,0.0
LiInSe2,2.83,6,4.0
B4C,1.64,6,2.0
TbInIr,0.0,6,0.0
GdO2,0.0,6,0.0
NaIn(TeO3)2,4.0,6,7.0
LaH2,0.0,6,0.0
BaLa2In2S7,1.87,6,3.0
Mg3Al9FeSi5,0.0,6,0.0
Co3Se4,0.0,6,0.0
LiGeRh2,0.0,6,0.0
Pr(InS2)3,1.14,6,2.0
BaBSbS4,2.34,6,4.0
Mg3Bi2,0.0,6,0.0
Sr3(AlSn)2,0.0,6,0.0
Na8NbO6,0.0,6,0.0
Yb2SmS4,0.0,6,0.0
Ba2GaSe4,1.63,6,2.0
TmAlCu,0.0,6,0.0
Ca3Ti2(SiO4)3,1.65,6,2.0
BeS,4.17,6,7.0
Na3In2Au,0.0,6,0.0
K2PAuS4,2.63,6,4.0
ScZnPt2,0.0,6,0.0
UFeSi,0.0,6,0.0
TmMgAg2,0.0,6,0.0
Li4.5Al0.5Te1O6,4.9,6,7.0
NaSn2,0.0,6,0.0
TePd,0.0,6,0.0
Co(WO4)2,0.0,6,0.0
Cd0.6Hg0.4Se1,0.7,6,1.0
LiGaPt2,0.0,6,0.0
TlAgTe2,0.1,6,0.0
Tl3Pb,0.0,6,0.0
K2ReH9,5.71,6,7.0
Bi1Sb0.15,0.02,6,0.0
ScIr,0.0,6,0.0
Cr2SbTe,0.0,6,0.0
Ba6Al4B14O33,3.44,6,6.0
Li3C,0.0,6,0.0
ScTlSe2,0.79,6,1.0
AlCuS2,3.5,6,6.0
Ga1.02Sb0.98Te0.06,0.68,6,1.0
Y(SiPt)2,0.0,6,0.0
Ba3In2(PO4)4,3.87,6,6.0
Mn(SbO2)2,2.65,6,4.0
LiMnCoO4,0.0,6,0.0
YH2,0.0,6,0.0
Cs5Mo21Se23,0.0,6,0.0
CaGaGe,0.0,6,0.0
In1Sb0.8As0.2,0.21,6,0.0
B3Pb10Br3O13,3.25,6,5.0
NaCdSb,0.0,6,0.0
Pr2GeSe5,1.8,6,3.0
Ce5CuSe8,0.0,6,0.0
Mn2VSi,0.0,6,0.0
ZrRu3C,0.0,6,0.0
AlAgSe2,2.55,6,4.0
Gd2O3,5.3,6,7.0
GaCuGeSe4,1.38,6,2.0
CaCdPd2,0.0,6,0.0
LaCuTeO,2.31,6,4.0
CsNa2Sb,0.8,6,1.0
Sr(CeSe2)2,0.0,6,0.0
SmSnRh2,0.0,6,0.0
Li3Mn3NiO8,0.0,6,0.0
Te0.99Pb1Se0.01,0.3,6,0.0
GdZn,0.0,6,0.0
Hf2Tl,0.0,6,0.0
Bi2(BO3)3,0.0,6,0.0
LiPm2Ga,0.0,6,0.0
Sb2Te,0.0,6,0.0
Ba3Dy2(PS4)4,3.28,6,5.0
TiFeH2,0.0,6,0.0
Ba2NdGaS5,2.12,6,3.0
Ga1.5Cu0.5S2.5,2.43,6,4.0
PrErMg2,0.0,6,0.0
CdCl2,5.7,6,7.0
Ca(BC)2,0.0,6,0.0
Ho2CuRh,0.0,6,0.0
Li8PrO6,0.0,6,0.0
K2FeGe3Se8,1.95,6,3.0
YbPO4,0.0,6,0.0
Ce3B2(ClO2)3,0.0,6,0.0
TmCu4Ag,0.0,6,0.0
Te2MoWS2,0.0,6,0.0
Ho(CuSe)3,0.16,6,0.0
Nb2Tl3CuSe12,0.8,6,1.0
Ga1As0.01P0.99,2.23,6,3.0
YCuO2,3.5,6,6.0
Sn(PO3)3,0.0,6,0.0
KPAu5S8,2.14,6,3.0
