mpid,formula,BG,fidelity,bg_category
mp-23363,NaAlCl4,9.51,2,6.0
mp-22856,Bi2S3,2.66,2,1.0
mp-16990,Ba10P6SO24,6.93,2,4.0
mp-14336,Cs2Ni3Se4,1.38,2,0.0
mp-2371,Ga2Te5,1.69,2,1.0
mp-20790,InPS4,4.08,2,2.0
mp-1138,LiF,14.6,2,7.0
mp-28080,K2SnTe5,1.29,2,0.0
mp-15684,K2CuAs,2.88,2,2.0
mp-22993,AgClO4,5.32,2,3.0
mp-3953,CaCO3,8.48,2,6.0
mp-27628,Te3Cl2,2.22,2,1.0
mp-7569,KAsF6,8.48,2,6.0
mp-6402,Na2ZnGeO4,5.59,2,3.0
mp-17400,Ba2TaN3,4.09,2,2.0
mp-8280,Ba(MgAs)2,2.37,2,1.0
mp-9697,Cs6GaSb3,2.48,2,1.0
mp-11643,K2Mg(PSe3)2,3.38,2,2.0
mp-8430,KLiS,6.28,2,4.0
mp-27377,K4Zr5O12,5.88,2,4.0
mp-22170,Li4PbO4,3.35,2,2.0
mp-5339,CsNaTe,4.58,2,3.0
mp-9910,K2Pd3S4,2.13,2,1.0
mp-8187,K2ZnO2,4.94,2,3.0
mp-29344,LiGaCl3,5.62,2,4.0
mp-8621,K2PtSe2,2.01,2,1.0
mp-8255,CaPtF6,4.21,2,2.0
mp-8361,CsTe,2.18,2,1.0
mp-7596,NbNO,2.86,2,2.0
mp-2605,CaO,7.31,2,5.0
mp-10408,K2CN2,6.48,2,4.0
mp-15437,MgP4O11,8.88,2,6.0
mp-31002,Rb2Te5,0.886,2,0.0
mp-624,B6As,3.85,2,2.0
mp-23576,CsSbClF3,5.95,2,4.0
mp-505727,NClO,3.62,2,2.0
mp-9250,RbLiSe,5.0,2,3.0
mp-14241,Tl2SiSe3,3.08,2,2.0
mp-10419,Na4ReN3,4.31,2,3.0
mp-8725,HfSnS3,2.06,2,1.0
mp-6586,K2NaAlF6,12.8,2,7.0
mp-5966,Cd2SnO4,1.79,2,1.0
mp-541134,TeAuBr8,1.75,2,1.0
mp-540921,CsCuF4,2.7,2,1.0
mp-30314,Cs2PdCl4,3.31,2,2.0
mp-27743,BiF5,4.44,2,3.0
mp-3927,CaAsAu,0.247,2,0.0
mp-30930,AlI3,5.77,2,4.0
mp-17129,Sr3(AlN2)2,4.05,2,2.0
mp-21365,InSbS3,2.7,2,1.0
mp-8000,SrSn(BO3)2,6.41,2,4.0
mp-541040,Y2Be2GeO7,7.9,2,5.0
mp-11327,Rb2Se,4.98,2,3.0
mp-17504,Sr3(GeAs2)2,1.65,2,1.0
mp-9881,KAuSe,3.57,2,2.0
mp-5488,LiInO2,3.57,2,2.0
mp-2402,NaSi,2.71,2,1.0
mp-1821,WSe2,1.99,2,1.0
mp-20782,LiInTe2,2.44,2,1.0
mp-18742,Sr2CaWO6,4.67,2,3.0
mp-10547,RbAuO,3.46,2,2.0
mp-27265,AuClO,1.72,2,1.0
mp-10802,RbAs,1.56,2,1.0
mp-7388,NaAuF4,3.48,2,2.0
mp-9146,CdHgO2,1.5,2,1.0
mp-157,P,0.5740000000000001,2,0.0
mp-3439,SbPO4,6.52,2,4.0
mp-23582,KLi6BiO6,3.3,2,2.0
mp-13031,MgSe,4.88,2,3.0
mp-28423,Ga2TeSe2,2.77,2,1.0
mp-672,CdS,2.42,2,1.0
mp-30031,CaI2,6.79,2,4.0
mp-9317,KZrCuS3,1.72,2,1.0
mp-30299,RbAsO2,6.49,2,4.0
mp-23350,Rb2PtCl6,3.4,2,2.0
mp-22859,HgI,2.84,2,1.0
mp-6019,Sr2YNbO6,5.5,2,3.0
mp-13336,RbSc5Te8,1.1,2,0.0
mp-11923,Rb2TaCuS4,3.83,2,2.0
mp-28433,RbClO4,9.82,2,7.0
mp-28218,TlCdCl3,5.25,2,3.0
mp-17707,Cs3Na2SnP3,2.82,2,1.0
mp-23280,AsCl3,6.32,2,4.0
mp-7210,Cd2B2O5,4.77,2,3.0
mp-3277,BAsO4,7.22,2,5.0
mp-5618,Mg2As2O7,5.75,2,4.0
mp-1569,Be2C,2.08,2,1.0
mp-11824,Ca3PN,2.5,2,1.0
mp-20343,NaAuO2,2.58,2,1.0
mp-2472,SrO,6.92,2,4.0
mp-27367,SeOF2,6.57,2,4.0
mp-18792,Ca3(CoO3)2,1.34,2,0.0
mp-16245,CaSbAu,0.167,2,0.0
mp-19120,MgCrO4,3.3,2,2.0
mp-14444,Hf(PS3)2,3.91,2,2.0
mp-29228,CsSrN9,6.3,2,4.0
mp-17125,CsNa3Li12(GeO4)4,7.25,2,5.0
mp-27209,KTlF4,4.79,2,3.0
mp-1634,MoSe2,1.89,2,1.0
mp-9920,TiS3,0.799,2,0.0
mp-542339,CsIn3,0.239,2,0.0
mp-7770,Sr(ZnAs)2,0.518,2,0.0
mp-28899,Hg2As3Br,1.47,2,0.0
mp-7288,Sc2SO2,3.96,2,2.0
mp-29422,HfCl4,6.68,2,4.0
mp-27716,KTlO,3.06,2,2.0
mp-30991,Ba(IO3)2,5.8,2,4.0
mp-28569,NaInBr4,5.48,2,3.0
mp-7972,RbLaO2,6.77,2,4.0
mp-5175,NaInO2,4.43,2,3.0
mp-16236,KAgSe,1.82,2,1.0
mp-8871,CsNa2BO3,7.06,2,5.0
mp-9722,Na2LiGaAs2,2.89,2,2.0
mp-504510,MgV2O6,3.86,2,2.0
mp-7129,Rb2Ti(CuS2)2,3.12,2,2.0
mp-27935,AlICl6,3.92,2,2.0
mp-2706,SnF4,6.64,2,4.0
mp-17441,Mg2GeS4,4.0,2,2.0
mp-7100,LaOF,8.23,2,5.0
mp-16742,BaAgTeF,2.89,2,2.0
mp-9297,Ba(AuO2)2,2.52,2,1.0
mp-18938,Tl2MoO4,4.76,2,3.0
mp-6983,NaAgO,2.83,2,1.0
mp-8630,SbIrS,1.99,2,1.0
mp-27830,Cs2SeCl6,4.42,2,3.0
mp-9634,Na3AgS2,4.61,2,3.0
mp-18463,RbZnPO4,7.06,2,5.0
mp-17012,Sr2VN3,2.78,2,1.0
mp-23288,AlBr3,7.5,2,5.0
mp-14433,NaGe2N3,4.14,2,2.0
mp-28952,PdSO4,2.27,2,1.0
mp-23715,BaH2,5.8,2,4.0
mp-27747,PdI2,1.59,2,1.0
mp-1367,Mg2Si,0.7000000000000001,2,0.0
mp-871,FeSi,0.371,2,0.0
mp-5146,Zn(RhO2)2,2.04,2,1.0
mp-18148,K3TaS4,4.41,2,3.0
mp-546500,NaCNO,8.3,2,5.0
mp-4812,Zn4B6O13,6.3,2,4.0
mp-3614,KTaO3,4.1,2,2.0
mp-28447,Mg(BiO3)2,1.5,2,1.0
mp-27931,Rb2SnO2,4.47,2,3.0
mp-841,Li2O2,4.22,2,2.0
mp-7650,RbScO2,6.71,2,4.0
mp-7441,KP,2.28,2,1.0
mp-31629,Ta2CrO6,0.903,2,0.0
mp-18889,VAg3O4,1.88,2,1.0
mp-7738,LaSeF,3.61,2,2.0
mp-3188,Zn(SbO3)2,3.33,2,2.0
mp-5126,ZnSO4,6.93,2,4.0
mp-504827,Ga10GePb3O20,5.29,2,3.0
mp-22916,NaBr,8.0,2,5.0
mp-11869,HfSnPd,0.321,2,0.0
mp-28744,Y4OsBr4,1.5,2,1.0
mp-27419,LiBiF6,5.42,2,3.0
mp-21489,Rb2PbO3,3.22,2,2.0
mp-22849,BiI3,4.19,2,2.0
mp-27345,Na3BiO4,2.91,2,2.0
mp-5707,CsAsF4,7.57,2,5.0
mp-1247,Sb2Ir,0.473,2,0.0
mp-28327,LiGaBr3,4.59,2,3.0
mp-4533,Na2SiO3,7.89,2,5.0
mp-7386,NaAgF4,2.63,2,1.0
mp-7433,NaCuSe,0.139,2,0.0
mp-22867,RbBr,8.38,2,6.0
mp-10985,RbCu3S2,1.73,2,1.0
mp-23304,Rb3Bi,1.54,2,1.0
mp-18996,TlV3O8,2.55,2,1.0
mp-30300,Cs3As5O9,5.54,2,3.0
mp-17805,Ba2SnSe3F2,3.19,2,2.0
mp-27255,Ga2TeS2,3.56,2,2.0
mp-7436,KCuTe,1.65,2,1.0
mp-16184,Rb2B2Se7,3.15,2,2.0
mp-541522,Na2Ca(PO3)4,9.24,2,6.0
mp-17217,Tl3GeTe3,1.27,2,0.0
mp-23738,RbMgH3,6.13,2,4.0
mp-12878,Sr2YSbO6,6.6,2,4.0
mp-4824,NaZnP,1.34,2,0.0
mp-23023,LaBrO,7.36,2,5.0
mp-27214,CsSnBr3,2.27,2,1.0
mp-14726,Na4TiO4,7.3,2,5.0
mp-27655,Te2I,1.27,2,0.0
mp-15643,SrMgGe,0.106,2,0.0
mp-32542,Hg2WO4,2.71,2,1.0
mp-1863,SiAs,2.51,2,1.0
mp-484,Te3As2,0.996,2,0.0
mp-28219,TlCdBr3,4.41,2,3.0
mp-8809,BaLa2PtO5,4.19,2,2.0
mp-9562,LiBeAs,2.07,2,1.0
mp-29299,TeSeO4,4.85,2,3.0
mp-4820,ZrSiO4,7.86,2,5.0
mp-30954,GaI3,4.03,2,2.0
mp-18253,SrGa4O7,5.0,2,3.0
mp-17481,Mg4Ta2O9,6.82,2,4.0
mp-726,SeO2,5.52,2,3.0
mp-14091,AlAgSe2,2.41,2,1.0
mp-9535,Al6Cd4TeO12,4.99,2,3.0
mp-30950,Sr3GeO,1.21,2,0.0
mp-29185,Te2O3F2,5.45,2,3.0
mp-23268,NaI,6.81,2,4.0
mp-29826,ZnCN2,5.78,2,4.0
mp-28421,Cs2HgI4,3.44,2,2.0
mp-7928,K2PtS2,2.46,2,1.0
mp-15685,Na2CuAs,2.12,2,1.0
mp-12385,Ba2YTaO6,6.13,2,4.0
mp-6867,KCaCO3F,8.7,2,6.0
mp-18625,KPSe6,3.2,2,2.0
mp-13610,ZnPbF6,4.25,2,3.0
mp-3486,KSnSb,0.8280000000000001,2,0.0
mp-22865,CsCl,9.29,2,6.0
mp-15896,Cu2SiSe3,1.09,2,0.0
mp-29048,Sr(BiO2)2,4.77,2,3.0
mp-12277,CaAgP,0.144,2,0.0
mp-23083,KAs4BrO6,4.94,2,3.0
mp-28038,NbTeBr3,1.35,2,0.0
mp-12317,SrCN2,6.35,2,4.0
mp-28692,Cs2CuF6,2.1,2,1.0
mp-10489,Cs2Ti(CuSe2)2,2.76,2,1.0
mp-29209,Ba(MgBi)2,1.35,2,0.0
mp-7128,Cd(AsO3)2,3.89,2,2.0
mp-30828,Sr2Pb,0.116,2,0.0
mp-7571,KNbF6,7.98,2,5.0
mp-5004,Na2B2Se7,2.73,2,1.0
mp-9338,Ba2MgSi2O7,8.63,2,6.0
mp-8579,Ba(AgS)2,2.17,2,1.0
mp-23225,BBr3,6.62,2,4.0
mp-760,FeSe2,0.938,2,0.0
mp-29170,Hg(AuF4)2,3.16,2,2.0
mp-15954,As2Rh,0.328,2,0.0
mp-189,SiRu,0.336,2,0.0
mp-29419,Hf(Te2Cl3)2,2.18,2,1.0
mp-10289,Ca(BC)2,1.53,2,1.0
mp-12271,MgSeO3,6.32,2,4.0
mp-8298,Sr4P2O,2.99,2,2.0
mp-7670,K2Se3,1.55,2,1.0
mp-5625,Ag2SO4,2.92,2,2.0
mp-7896,Cs2O2,4.71,2,3.0
mp-12622,SrPdF4,2.6,2,1.0
mp-23043,RbPb2Br5,5.22,2,3.0
mp-23705,Na3AlH6,6.46,2,4.0
mp-11737,Li4SiO4,8.59,2,6.0
mp-20316,PPbSe3,3.03,2,2.0
mp-9321,Ba2HfS4,2.18,2,1.0
mp-28873,CsBrO3,6.77,2,4.0
mp-19432,KNaV2O6,4.56,2,3.0
mp-4078,La2SO6,8.85,2,6.0
mp-3042,K2SiF6,13.4,2,7.0
mp-3118,Mg3TeO6,5.5,2,3.0
mp-471,CdAs2,0.484,2,0.0
mp-504952,InGaSe3,2.44,2,1.0
mp-28898,BaCN2,6.06,2,4.0
mp-504441,Cr2Ag2O7,2.07,2,1.0
mp-541772,Bi4RuBr2,1.12,2,0.0
mp-7903,Cs2ZrF6,11.2,2,7.0
mp-3247,Cs2TiS3,2.45,2,1.0
mp-4452,Cd(GaS2)2,3.72,2,2.0
mp-27833,Tl2TeCl6,4.06,2,2.0
mp-15642,SrMgSi,0.125,2,0.0
mp-8973,NaSi2N3,6.87,2,4.0
mp-3324,Nb2SnO6,2.37,2,1.0
mp-30900,TaBiO4,5.55,2,3.0
mp-29750,CsMgBr3,7.52,2,5.0
mp-14340,Rb2Pd3Se4,1.56,2,1.0
mp-504570,K3FeO3,0.359,2,0.0
mp-27488,Ta3N5,2.46,2,1.0
mp-18753,Na3Mo(OF)3,5.7,2,4.0
mp-23730,NaMgH3,6.65,2,4.0
mp-2530,Li2Te,4.43,2,3.0
mp-4608,KPF6,12.4,2,7.0
mp-8890,Cs(SbS2)2,2.78,2,1.0
mp-18502,BaSi3SnO9,6.91,2,4.0
mp-14100,Cd(RhO2)2,1.96,2,1.0
mp-104,Sb,0.205,2,0.0
mp-6999,ScPS4,3.47,2,2.0
mp-30231,RbGaCl4,7.5,2,5.0
mp-10299,Ca4PdO6,3.18,2,2.0
mp-9854,YP5,0.685,2,0.0
mp-17774,K2Li3GaO4,6.8,2,4.0
mp-542076,Ca3V2O8,4.81,2,3.0
mp-27868,VNCl4,2.19,2,1.0
mp-20944,Sr2PbO4,2.94,2,2.0
mp-20072,LaCuO2,4.93,2,3.0
mp-8710,Ca2Pt3O8,1.98,2,1.0
mp-18687,NbF5,7.35,2,5.0
mp-23295,RbCl,9.62,2,6.0
mp-9702,Sr3BPO3,4.22,2,2.0
mp-2416,YF3,13.1,2,7.0
mp-947,Au2S,3.3,2,2.0
mp-22232,TlInSe2,2.03,2,1.0
mp-11175,LiZnPS4,4.71,2,3.0
mp-7094,ReAgO4,4.17,2,2.0
mp-13182,Li2TiGeO5,6.06,2,4.0
mp-5472,Nb2Cd2O7,4.08,2,2.0
mp-31231,Sr5Mo2N7,2.22,2,1.0
mp-17291,Na3SiTe3,3.6,2,2.0
mp-18111,Ba2LaC3O9F,8.05,2,5.0
mp-21137,Ca2PbO4,2.99,2,2.0
mp-1922,RuSe2,1.16,2,0.0
mp-10418,RbSbO2,4.23,2,3.0
mp-8202,CsRb2PdF5,3.83,2,2.0
mp-12491,CsLaCdTe3,2.83,2,1.0
mp-31053,Ag2S,2.63,2,1.0
mp-15339,Sr3As4,1.45,2,0.0
mp-540881,Cs2AgI3,4.61,2,3.0
mp-17954,BaCu2SnS4,2.07,2,1.0
mp-1105,BaO2,5.56,2,3.0
mp-7773,Na2AsAu,1.7,2,1.0
mp-5226,K2SeO4,6.94,2,4.0
mp-8683,K5As2Au,1.93,2,1.0
mp-23539,KSn2Cl5,4.97,2,3.0
mp-390,TiO2,4.23,2,3.0
mp-3751,AlTlF4,7.4,2,5.0
mp-8311,Si3NiP4,0.837,2,0.0
mp-10919,Rb2PtC2,2.95,2,2.0
mp-31040,NbCl4,1.94,2,1.0
mp-545482,PdSeO3,2.15,2,1.0
mp-9703,K2LiGaAs2,2.73,2,1.0
mp-10163,NaAlTe2,2.91,2,2.0
mp-8789,Ca4As2O,2.86,2,2.0
mp-8217,Cs2GeF6,10.6,2,7.0
mp-4124,CaCN2,6.58,2,4.0
mp-18918,ZnWO4,4.3,2,3.0
mp-14206,K3Ag3As2,2.79,2,1.0
mp-12444,SrCuSF,3.54,2,2.0
mp-3933,Mg2PN3,5.93,2,4.0
mp-3359,Ba2SnO4,4.78,2,3.0
mp-408,Mg2Ge,0.605,2,0.0
mp-23036,K2SeBr6,3.21,2,2.0
mp-7035,CaMgAsO4F,7.1,2,5.0
mp-28302,K4CdP2,2.8,2,1.0
mp-23517,RbPbI3,4.19,2,2.0
mp-22457,K3Na(SO4)2,9.81,2,7.0
mp-23339,NaBrO3,7.19,2,5.0
mp-19957,LaGeBO5,7.01,2,5.0
mp-7913,BeSiN2,8.19,2,5.0
mp-13982,CdCu2GeS4,1.51,2,1.0
mp-11659,BaTi(BO3)2,4.58,2,3.0
mp-27678,Y2Cl3,1.63,2,1.0
mp-29568,RuS3Cl8,3.42,2,2.0
mp-3038,Al2HgSe4,2.53,2,1.0
mp-8180,LiNO3,5.34,2,3.0
mp-23331,Si3(BiO3)4,6.39,2,4.0
mp-541106,Nb2Se9,1.5,2,1.0
mp-14128,K2HfF6,10.8,2,7.0
mp-4086,La2Sn2O7,4.98,2,3.0
mp-8017,AlCuTe2,2.26,2,1.0
mp-30315,Ca3BN3,1.9,2,1.0
mp-5558,NaReO4,5.68,2,4.0
mp-8623,K2Te2Pt,1.5,2,1.0
mp-14434,K3GeS3,4.07,2,2.0
mp-29172,SeF4,6.61,2,4.0
mp-16234,CsAg3Se2,0.952,2,0.0
mp-2310,CdO2,2.94,2,2.0
mp-9066,NaLi2AsO4,7.32,2,5.0
mp-9212,NaAlO2,7.62,2,5.0
mp-14115,LiRhO2,2.59,2,1.0
mp-27887,Ba3(Si2P3)2,1.49,2,1.0
mp-1106,Sr2Si,1.28,2,0.0
mp-7603,Li2TiF6,7.54,2,5.0
mp-19420,Sr2MgWO6,4.68,2,3.0
mp-3102,TaCuS3,0.974,2,0.0
mp-18132,K4SnSe4,3.61,2,2.0
mp-31076,Tl2TeBr6,3.5,2,2.0
mp-9003,K2NbCuSe4,2.67,2,1.0
mp-28989,Li10BrN3,3.36,2,2.0
mp-11819,BaSnHg,0.255,2,0.0
mp-8724,K2TeO3,6.02,2,4.0
mp-18422,RbLiZn2O3,4.04,2,2.0
mp-2910,KAlF4,12.8,2,7.0
mp-22903,RbI,7.29,2,5.0
mp-7645,KAl(SO4)2,9.58,2,6.0
mp-7148,K2SrTa2O7,4.18,2,2.0
mp-6509,Sr3GaO4F,6.86,2,4.0
mp-27381,CsSnI3,3.45,2,2.0
mp-10942,KNaLaNbO5,6.0,2,4.0
mp-6181,NaNb(CuS2)2,2.96,2,2.0
mp-28368,TlAuCl4,2.81,2,1.0
mp-30302,HfBrN,1.31,2,0.0
mp-9628,KCdF3,6.6,2,4.0
mp-541788,P2S5,4.53,2,3.0
mp-17823,Tl3B3S10,3.47,2,2.0
mp-7173,ScSbPt,0.715,2,0.0
mp-505633,Cs2Zn3S4,5.0,2,3.0
mp-9846,RbCaSb,3.47,2,2.0
mp-14396,Mg3(PO4)2,9.22,2,6.0
mp-10555,Ba2LiReN4,3.57,2,2.0
mp-14638,Rb2LiGaF6,7.52,2,5.0
mp-27926,AsClF8,5.91,2,4.0
mp-8484,ZnO2,4.17,2,2.0
mp-28069,Ca3AsCl3,4.52,2,3.0
mp-4632,Sr3(PO4)2,9.38,2,6.0
mp-9816,GeF4,9.95,2,7.0
mp-17693,SrCdP2O7,6.53,2,4.0
mp-10378,Cs3Sb,2.39,2,1.0
mp-29526,BrNO3,3.94,2,2.0
mp-11715,MgSn(BO3)2,6.29,2,4.0
mp-23202,InI,2.8,2,1.0
mp-28358,NbAlCl8,3.73,2,2.0
mp-9687,K2PAu,2.35,2,1.0
mp-23210,MgCl2,9.92,2,7.0
mp-23454,CsAgBr2,4.02,2,2.0
mp-4385,CdCO3,4.94,2,3.0
mp-1836,TlSe,1.06,2,0.0
mp-17889,KNa2(PO3)3,9.27,2,6.0
mp-13803,Nb2Hg2O7,1.9,2,1.0
mp-8299,Sr4As2O,2.87,2,2.0
mp-5614,Li3BS3,5.36,2,3.0
mp-13986,Li2PtF6,4.01,2,2.0
mp-11116,CsYCdSe3,3.73,2,2.0
mp-29898,Tl2Au4S3,2.43,2,1.0
mp-23413,NbBiO4,4.82,2,3.0
mp-7191,Sr3GaN3,2.21,2,1.0
mp-12535,K2ZnTe2,3.58,2,2.0
mp-27987,BrF5,5.58,2,3.0
mp-19254,FeSO4,2.07,2,1.0
mp-14652,Cs2P3,1.97,2,1.0
mp-2030,RuS2,1.74,2,1.0
mp-7774,Na2SbAu,1.43,2,0.0
mp-18411,Na3GeSe3,3.2,2,2.0
mp-23025,LaClO,7.85,2,5.0
mp-541112,ZrI4,3.55,2,2.0
mp-27829,Rb2SeCl6,4.18,2,2.0
mp-12418,SrCaGe,1.26,2,0.0
mp-8452,NaLiS,6.21,2,4.0
mp-19334,Na4WO5,5.18,2,3.0
mp-17324,ZrSnS3,1.94,2,1.0
mp-23177,HgBr,3.61,2,2.0
mp-16737,Na2BeB2O5,9.0,2,6.0
mp-16764,RbYTe2,2.84,2,1.0
mp-27260,CsAlCl4,9.66,2,6.0
mp-23065,CsCu2Cl3,4.55,2,3.0
mp-13275,NaSrP,3.02,2,2.0
mp-3443,Cd(GaO2)2,3.37,2,2.0
mp-7123,KSb(PSe3)2,3.25,2,2.0
mp-3922,AgSbS2,2.6,2,1.0
mp-7152,CsZrCuSe3,1.15,2,0.0
mp-224,WS2,2.19,2,1.0
mp-7500,Na4SiO4,7.23,2,5.0
mp-9664,K3BP2,3.83,2,2.0
mp-3822,SrCO3,7.88,2,5.0
mp-540783,OsO4,4.89,2,3.0
mp-19386,Sr3V2O8,5.07,2,3.0
mp-7771,Sr(CdAs)2,0.667,2,0.0
mp-8459,CdSO4,5.41,2,3.0
mp-29447,Bi3BrO4,4.14,2,2.0
mp-3228,HgSO4,3.07,2,2.0
mp-9925,Ca2Sb,0.862,2,0.0
mp-543045,Tl2CO3,5.48,2,3.0
mp-28048,KTlBr4,3.48,2,2.0
mp-23743,AlH12(ClO2)3,9.25,2,6.0
mp-541875,K3SnSe3,2.93,2,2.0
mp-23572,KBiP2S7,4.19,2,2.0
mp-18288,Ti(SnO2)2,2.06,2,1.0
mp-18834,SrMoO4,5.36,2,3.0
mp-15252,Cu2GeS3,0.159,2,0.0
mp-18347,KAlTe2,3.65,2,2.0
mp-9731,RbAuSe,3.47,2,2.0
mp-15157,Cs2CaF4,11.7,2,7.0
mp-13744,Rb3GaO3,5.9,2,4.0
mp-19163,SrWO4,6.19,2,4.0
mp-27824,PICl6,3.81,2,2.0
mp-30746,YIr,0.319,2,0.0
mp-5928,Al2CdS4,4.79,2,3.0
mp-15219,Rb2VCuS4,2.15,2,1.0
mp-17832,RbBaPO4,9.07,2,6.0
mp-23070,BaBrF,8.77,2,6.0
mp-7609,SbOF,5.35,2,3.0
mp-8290,BaSnF6,9.05,2,6.0
mp-7848,AlPO4,10.2,2,7.0
mp-28490,Tl3BSe3,2.37,2,1.0
mp-13630,Rb3NaBe2F8,12.7,2,7.0
mp-18953,NaV(OF)2,3.18,2,2.0
mp-18337,Be3N2,5.74,2,4.0
mp-5033,Tl2SiF6,8.51,2,6.0
mp-10086,YSF,2.97,2,2.0
mp-15141,NaZr2ZnF11,10.0,2,7.0
mp-8348,TlSbF6,6.7,2,4.0
mp-14447,Ba2SiSe4,4.06,2,2.0
mp-551203,Sr2I2O,6.1,2,4.0
mp-13949,Cd(GaTe2)2,1.76,2,1.0
mp-9309,CsTa(BO3)2,5.73,2,4.0
mp-30026,Sr3Te4O11,5.25,2,3.0
mp-540792,Ge2S3Br2,4.44,2,3.0
mp-15514,NaSe2,2.24,2,1.0
mp-23222,Li3Bi,1.25,2,0.0
mp-4236,BaZnO2,4.67,2,3.0
mp-6013,KTa(CuSe2)2,2.75,2,1.0
mp-19723,InAuO2,0.625,2,0.0
mp-19215,CaCrO4,3.39,2,2.0
mp-9386,CsAu3Se2,4.25,2,3.0
mp-541774,BiAuBr6,2.13,2,1.0
mp-16183,Tl2B2Se7,2.39,2,1.0
mp-315,PbF2,7.42,2,5.0
mp-28768,Na4SnSe4,3.25,2,2.0
mp-18199,Sr3TaAs3O,2.46,2,1.0
mp-6062,YAl3(BO3)4,9.44,2,6.0
mp-12797,BaBe2Si2O7,9.36,2,6.0
mp-14235,SrGa2(SiO4)2,7.26,2,5.0
mp-8586,InBF4,7.48,2,5.0
mp-15668,NaSe,1.56,2,1.0
mp-7899,BaCdO2,2.54,2,1.0
mp-13313,ScTlSe2,1.89,2,1.0
mp-2758,SrSe,4.51,2,3.0
mp-541435,Sb2WO6,1.08,2,0.0
mp-542810,AsS,3.15,2,2.0
mp-11006,BaPS3,5.31,2,3.0
mp-28377,CsGeI3,2.26,2,1.0
mp-22192,Si3Ru2,0.58,2,0.0
mp-15218,Cs2TaAgS4,4.16,2,2.0
mp-28099,SBr,3.85,2,2.0
mp-9922,HfS3,2.15,2,1.0
mp-23487,KIO3,4.56,2,3.0
mp-32533,Na2W4O13,2.52,2,1.0
mp-730,P2Pt,1.43,2,0.0
mp-546125,ScAsO4,6.27,2,4.0
mp-9384,CsAu3S2,4.82,2,3.0
mp-22981,TlIO3,4.75,2,3.0
mp-4819,MgGeO3,5.14,2,3.0
mp-5709,Tl3PO4,5.02,2,3.0
mp-3283,RbNbO3,5.4,2,3.0
mp-8070,Li2BeSiO4,9.66,2,6.0
mp-22386,InAgTe2,0.168,2,0.0
mp-17696,Ba2VN3,2.83,2,1.0
mp-23017,CsCu2Br3,4.0,2,2.0
mp-5840,LiScO2,7.16,2,5.0
mp-8267,KPS3,3.38,2,2.0
mp-17765,Ta2ZnO6,5.17,2,3.0
mp-28077,PbBr2,5.31,2,3.0
mp-7791,Li2GeF6,9.73,2,7.0
mp-9872,K4BeP2,3.45,2,2.0
mp-22881,CdCl2,5.98,2,4.0
mp-648,Na2S,5.8,2,4.0
mp-17090,SrTlPS4,3.97,2,2.0
mp-3744,NaNbO2,2.14,2,1.0
mp-23452,Sn3BrF5,5.08,2,3.0
mp-11918,Ca(BeN)2,4.89,2,3.0
mp-14333,TaAlO4,6.32,2,4.0
mp-18317,Na5SnP3,2.58,2,1.0
mp-29208,Ca(MgBi)2,1.25,2,0.0
mp-505172,NaZrCuSe3,1.51,2,1.0
mp-1153,Li2S,6.12,2,4.0
mp-7104,CsCaF3,12.5,2,7.0
mp-22607,Zn(InSe2)2,1.93,2,1.0
mp-10474,NaPF6,12.9,2,7.0
mp-1253,BaSe,4.18,2,2.0
mp-5328,CdPS3,3.27,2,2.0
mp-550436,V2CdO6,3.17,2,2.0
mp-27247,Na3NbO4,6.12,2,4.0
mp-29871,Na4SeO5,3.74,2,2.0
mp-28650,CsBr2F,3.65,2,2.0
mp-8799,RbNaS,5.61,2,4.0
mp-6376,KV(CuS2)2,1.8,2,1.0
mp-546279,ScBrO,5.8,2,4.0
mp-12894,Y2SO2,5.63,2,4.0
mp-15438,ZnP4O11,8.17,2,5.0
mp-2741,CaF2,12.8,2,7.0
mp-7638,LiTa3O8,5.52,2,3.0
mp-4431,Ag3AsS3,2.29,2,1.0
mp-7562,TaTl3S4,4.6,2,3.0
mp-19039,CdMoO4,3.84,2,2.0
mp-10644,TaTl3Se4,3.93,2,2.0
mp-14448,Ba2SiTe4,2.17,2,1.0
mp-29157,Si3P2Pt,0.893,2,0.0
mp-10572,NaPN2,7.77,2,5.0
mp-22951,BaIF,7.27,2,5.0
mp-2624,AlSb,2.12,2,1.0
mp-11214,CaAgSb,0.449,2,0.0
mp-14624,K5P2Au,2.32,2,1.0
mp-16913,Ag2SeO3,3.28,2,2.0
mp-17839,K3Na(SeO4)2,6.91,2,4.0
mp-29699,TiNb3O6,1.14,2,0.0
mp-505702,Pb2CO4,5.83,2,4.0
mp-3637,YOF,8.52,2,6.0
mp-5072,Rb2HgO2,4.55,2,3.0
mp-27853,Hg3(TeBr)2,2.96,2,2.0
mp-9569,Ca(ZnP)2,1.61,2,1.0
mp-23207,ClO2,1.53,2,1.0
mp-5710,Ag3Te2Au,0.809,2,0.0
mp-7995,Mg2BO3F,8.28,2,5.0
mp-18305,Rb3AsSe4,2.59,2,1.0
mp-13277,BaLiP,2.4,2,1.0
mp-547244,SrBiClO2,5.71,2,4.0
mp-30303,Bi4O7,1.71,2,1.0
mp-11520,YNiSb,0.218,2,0.0
mp-505400,BaZr2F10,9.97,2,7.0
mp-27742,K2CdO2,3.77,2,2.0
mp-9274,Rb3Sb2Au3,2.53,2,1.0
