mpid,formula,BG,fidelity
mp-530748,MgAl2O4,4.1392,0
mp-15613,Cu(RhS2)2,0.0,0
mp-1698,SrSn,0.0,0
mp-27581,Pb7(ClF6)2,4.207599999999999,0
mp-558847,AlSBr3N,1.8746999999999991,0
mp-565395,Na4MoS3O14,2.7771999999999992,0
mp-30206,CsClO4,5.444000000000001,0
mp-1029144,Te2MoWSe2,0.0675,0
mp-30861,PuZn2,0.0,0
mp-23110,NaHg2IO2,1.379,0
mp-556421,NdVO3,1.034099999999999,0
mp-973149,Mn3Al,0.0,0
mp-697084,HPbIO,2.7209,0
mp-764000,Li3CoOF3,2.157599999999999,0
mp-767845,NiH36C12S6(I2O3)2,1.871,0
mp-772054,LiMnVO4,0.0,0
mp-6757,Ho4Si2S3O7,2.6198,0
mp-759235,Li2CuF5,0.0,0
mp-782682,FeOF,0.996599999999999,0
mp-21453,PrSnPt,0.0,0
mp-560067,AgHgSBr,1.2604,0
mp-570677,Ba5Al5Sn,0.0,0
mp-558206,K9U6BiO24,1.7042000000000002,0
mp-613910,BaNiF6,0.4727,0
mp-1034374,RbMg14BO15,1.7464,0
mp-6000,La2Ti3(AgO5)2,1.9412,0
mp-29145,H3N,4.328699999999999,0
mp-555763,ZnS,2.0639,0
mp-4559,BaCO3,4.4099,0
mp-582394,Nd2Co7B3,0.0,0
mp-777631,LiMn2F5,3.2776,0
mp-643086,MoP4C5S3O5,2.1921,0
mp-24337,MgH2Cl2O,5.370699999999999,0
mp-856,SnO2,0.6519,0
mp-17959,Nd2SiTeO4,1.7858999999999992,0
mp-618991,Cu2S,0.1289,0
mp-760403,CaCd3O4,0.1919,0
mp-977165,Li3Co,0.0,0
mp-1545,Nb3Rh,0.0,0
mp-17895,K3BeF5,6.2164,0
mp-707822,H26Os2N12Cl4O9,2.4036,0
mp-766984,Li2Fe(Si2O5)3,0.3324,0
mp-1073,CaCd,0.0,0
mp-569860,Nd(NiSn)2,0.0,0
mp-13703,Al4CO4,3.8248,0
mp-19435,CoMoO4,1.705899999999999,0
mp-568032,Cd(InSe2)2,0.8678999999999991,0
mp-849463,Li11(FeO3)4,0.0,0
mp-13344,YbB4Rh,0.0,0
mp-757909,KP(HO2)2,5.2602,0
mp-759307,TiNb2O7,2.0475,0
mp-30792,NaPb,0.0,0
mp-642844,BaH5BrO3,4.7616,0
mp-676711,CIF5,1.2211,0
mp-7317,Sm5Co2,0.0,0
mp-15065,Cu(IrS2)2,0.0,0
mp-1027437,Te2Mo3W(Se2S)2,0.0,0
mp-977997,ZnMo3,0.0,0
mp-690120,La3(MoO5)2,1.700299999999999,0
mp-766794,LiMn2O3F,0.5389,0
mp-767287,Li6MnCrP2(CO7)2,2.3308,0
mp-3579,UGeSe,0.0,0
mp-676300,Sc3NbO7,2.059599999999999,0
mp-20344,Fe3Ge,0.0,0
mp-568469,Ca4TiN4,1.529799999999999,0
mp-21057,La(GePt)2,0.0,0
mp-27402,Na2CoCl4,0.7301000000000001,0
mp-569595,PbI2,2.408,0
mp-773369,Li3MnO4,0.0,0
mp-853183,V3Cr2Sn(PO4)6,0.0,0
mp-11593,CeB2Ir3,0.0,0
mp-9726,SrBeF4,7.5245,0
mp-11420,YGa,0.0,0
mp-4408,Sm2Zr2O7,3.0741,0
mp-974744,NdZn2Ag,0.0,0
mp-634431,KHCO3,4.9715,0
mp-777058,LiV6O7F5,0.9873,0
mp-756286,La3Ce4O12,0.0,0
mp-763368,LiV3P5O19,1.025,0
mp-22885,XeF2,2.686199999999999,0
mp-569238,Cs3LiI4,3.8043,0
mp-567929,Al13Os4,0.0,0
mp-1006146,Eu(MgBi)2,0.0,0
mp-4423,La2Ti2O7,2.7466000000000013,0
mp-573321,TePdI2,0.515,0
mp-675458,La2Te4Pb,1.2492,0
mp-542583,EuTe,0.0,0
mp-8717,Rb2MnSe2,1.122799999999999,0
mp-695000,LiMg6Sc(SiO3)8,3.211099999999999,0
mp-561067,KRb2FeF6,4.0965,0
mp-764550,LiFe2(BO3)2,1.259099999999999,0
mp-1753,ThAs,0.0,0
mp-21153,ErGeIr,0.0,0
mp-863665,Pm2CuIr,0.0,0
mp-556562,LiAsH6(OF2)3,3.7843,0
mp-606650,CdPd(CN)6,4.0255,0
mp-29986,La2Al2I,0.0,0
mp-561547,SrSiO3,4.6026,0
mp-11415,Sm9Ga4,0.0,0
mp-773209,Li3Cr4FeO8,1.070399999999999,0
mp-862670,Sr3Co(CN)3,1.1028,0
mp-760786,Li2Cu3F11,0.0,0
mp-979459,Sm5Mg,0.0,0
mp-976159,PrErIn2,0.0,0
mp-759290,Li3Bi2(PO4)3,3.5627,0
mp-12900,HoSi,0.0,0
mp-1237,UGe2,0.0,0
mp-772843,KSiPCO7,5.168,0
mp-582421,KUCuSe3,0.0,0
mp-759341,Li4Cu(PO3)6,0.3361,0
mp-707983,Ca2MgB2H16(CO9)2,4.7695,0
mp-780903,LiFePH2O5,3.3321,0
mp-558169,NaCaAlF6,6.905600000000001,0
mp-754757,SbRhO4,0.0,0
mp-754444,Zn(AgO2)2,0.2388,0
mp-769750,Li4Cr3CoO8,0.584699999999999,0
mp-30326,Ti5FeSb2,0.0,0
mp-752606,Li2CuSiO4,0.0,0
mp-849476,Li17Ag12F29,1.4135,0
mp-972504,Sm2AlZn,0.0,0
mp-601178,H6C2NO,2.594099999999999,0
mp-541401,As2Se3(NF6)2,2.3161,0
mp-2579,HoPt2,0.0,0
mp-28651,Cs2IrCl6,0.0,0
mp-25681,Na2CoH8(SO6)2,3.2849,0
mp-781056,Li5FeO4,2.764,0
mp-762600,Li6Fe7O15,0.0,0
mp-780019,Li2MnFe(BO3)2,3.0617,0
mp-782642,LiMn2(BO3)2,0.4797,0
mp-764688,Li4CoO4,0.0,0
mp-768909,Sr(IO3)2,3.3968,0
mp-2670,Nb3Ga,0.0,0
mp-3893,Tb(CoB)2,0.0,0
mp-565201,FeWClO4,2.2868,0
mp-769518,Na3Mn2P2(CO7)2,0.1291,0
mp-26312,Li4Cu(PO4)2,0.0,0
mp-6951,RbCdF3,3.1745,0
mp-560821,Ca2SiO4,4.4276,0
mp-773605,Na3Mn(BO3)2,1.4053,0
mp-530449,Ca3(AsO4)2,3.6298,0
mp-757547,Li2Sn3(P2O7)2,3.0831,0
mp-698686,Na3CaFe4(SiO3)8,0.0297,0
mp-639397,Cs2MnV2(BrO3)2,1.859,0
mp-640899,Ce2Zn2Cu5,0.0,0
mp-762779,Li4Mn3P3O12F,3.576,0
mp-12716,LiTlPd2,0.0,0
mp-560210,CaH2(CO2)2,4.6823,0
mp-581963,K4Hf3Te17,0.9113,0
mp-554361,TcXeO4F5,2.0717,0
mp-776135,Fe23O32,0.6341,0
mp-19143,BaCo2(AsO4)2,2.1212,0
mp-759849,Li2Ti6Zn3O16,2.8292,0
mp-780550,Fe3O5F,0.0,0
mp-7420,KHgAs,0.0,0
mp-15795,LiDySe2,1.534799999999999,0
mp-777664,Li2FeF4,3.0891,0
mp-7822,Sc5Si3,0.0,0
mp-1028694,Te4MoW3(SeS)2,0.0,0
mp-504748,P3Pb5ClO12,3.3891,0
mp-755487,Li2BiO3,0.0,0
mp-761488,Ti7(Fe3O8)3,1.4133,0
mp-770198,Li5Mn2(PO4)3,3.6014,0
mp-30718,K5Hg7,0.0,0
mp-26649,Li2SnP2O7,4.0479,0
mp-565426,Na2GaNiF7,4.3409,0
mp-775041,Mn3Cr2Sb3O16,0.312199999999999,0
mp-8759,Cs2ZrO3,3.854,0
mp-753471,LiCuBO3,0.032,0
mp-766995,LiLa3Ti2O9,2.6852,0
mp-5972,CsPd2F5,0.252399999999999,0
mp-756245,BaYI5,2.1035,0
mp-676987,Yb14Ti10O41,0.0,0
mp-17143,BaGd2O4,2.7986,0
mp-9535,Al6Cd4TeO12,2.566,0
mp-672212,NaNb13O33,1.6963,0
mp-633897,CoSiO4,0.9037,0
mp-768097,V3H4NO8,2.1017,0
mp-31269,Na2S2O7,5.0852,0
mp-761390,TaFeO4,1.891299999999999,0
mp-15002,Sr2CaIrO6,0.0,0
mp-7589,Mg2NF,2.127399999999999,0
mp-673073,LiSbP2O7,4.0558,0
mp-18745,LaMnSbO,0.0,0
mp-861265,LiNi(PO3)4,0.0,0
mp-867735,PrSmO2,0.0,0
mp-763032,Fe4O3F5,0.6957,0
mp-32689,Pr2Se3,1.425599999999999,0
mp-764668,Fe4OF7,0.803199999999999,0
mp-707169,CuH4C3ClO2,2.5729,0
mp-18022,P4Pb3O13,3.9358,0
mp-7421,KZnAs,0.2762,0
mp-778277,Li2Ti3FeO8,1.3264999999999991,0
mp-541148,KUVO6,1.9806,0
mp-851045,Fe3O5F,0.0,0
mp-1018650,Ba2ClF3,5.7401,0
mp-22450,Li2PbO3,1.044,0
mp-667471,KB5O8,4.1303,0
mp-997102,KAgO2,1.1747,0
mp-866100,Er2CuOs,0.0,0
mp-570390,Ba5Al2Ge7,0.0,0
mp-1008754,TbHg2,0.0,0
mp-1993,Tm5Mg24,0.0,0
mp-766823,Li7Ti11O24,0.0,0
mp-707343,ZrH12C2(NF)6,4.7771,0
mp-764278,Li3MnF5,4.7264,0
mp-19758,Sm3PbC,0.0,0
mp-973450,Hg3C,0.0,0
mp-761365,Li4Mn5Cu3O16,0.0,0
mp-554353,TiS4(NCl)5,1.4847,0
mp-771436,Li3MnBAsO7,0.988699999999999,0
mp-1029165,TeMoWSe3,0.0,0
mp-1005754,SmHSO5,5.5679,0
mp-734150,Na3YH6(CO4)3,4.889,0
mp-767464,LiVCrP2(O4F)2,1.1921,0
mp-14175,K3NbO8,2.5984000000000003,0
mp-765502,Li4Cr3FeO8,2.1058,0
mp-554053,SrGaBO4,3.7452,0
mp-566749,YMoClO4,2.781,0
mp-561051,Rb2Sb4S7,1.834,0
mp-569282,LiCa10MgSb9,0.9226,0
mp-12780,Sr(GaAu)2,0.0,0
mp-582826,GdRuC2,0.0,0
mp-675895,La3Fe2S7,0.0,0
mp-768030,FeOF,1.742399999999999,0
mp-25769,MnH6(CO3)2,3.4977,0
mp-570240,La14C14Cl9,0.0,0
mp-557494,AgBTe4C2(O3F10)2,2.8863,0
mp-705362,Li2Co(PO3)5,0.879699999999999,0
mp-1018032,SrCdO2,0.018199999999999,0
mp-770936,Ba2Sc2O5,2.8133,0
mp-769725,Li4Ti3Cr3(CoO8)2,0.5375000000000001,0
mp-7232,Cs2HgO2,2.068899999999999,0
mp-9077,Nd2Be2SiO7,5.0243,0
mp-720380,CuP2(HO3)2,0.0,0
mp-765034,Mn2OF3,0.998699999999999,0
mp-863030,BP4(SBr)3,2.631,0
mp-754113,TmClO,5.2921,0
mp-865665,TiReTc2,0.0,0
mp-13174,PtN,0.0,0
mp-776331,Zr5N5O2,0.0,0
mp-637609,Ce12InPt7,0.0,0
mp-644092,Na2LiAlH6,2.6364,0
mp-761354,Cs2WO4,4.5316,0
mp-865132,Li4Ti3Fe3(SbO8)2,0.1629,0
mp-18498,Sr3YRhO6,2.1512,0
mp-28274,Ba3In2F12,4.5144,0
mp-770726,Li9Al(CoO4)2,2.3287,0
mp-11276,BeRh,0.0,0
mp-620471,Cs3Te22,0.0,0
mp-11738,Na3PS3O,2.8296,0
mp-760121,Bi12Rh12O41,0.0,0
mp-28587,BaH8O5,4.8099,0
mp-975658,PrHo3,0.0,0
mp-28789,Na4Cu2S3,2.0857,0
mp-566445,Rb5CeNi2(NO2)12,0.010099999999999,0
mp-18460,K2Si6GeO15,4.3731,0
mp-542637,K2B2Se7,1.6237,0
mp-777297,K5H(CN2)2,3.8504,0
mp-767067,LiMn5O7F,0.0,0
mp-510232,Nd12Co6Sn,0.0,0
mp-699445,K2P2H2O7,4.9118,0
mp-557059,RbSnS4,1.325399999999999,0
mp-1020125,MgSiO3,4.5985,0
mp-636921,VO2,1.1027,0
mp-13619,ScSi7Rh3,0.0,0
mp-23209,SrCl2,5.2286,0
mp-765690,Ni3OF5,0.5531,0
mp-565795,LiGa(MoO4)2,3.5664,0
mp-517,TaSi2,0.0,0
mp-4449,Tl2SeO4,3.2312,0
mp-1019093,PaP2,0.0,0
mp-3581,Ta4MnS8,0.0,0
mp-31275,Ba(TeP2)2,1.165499999999999,0
mp-697873,SnHC2O3,2.1353,0
mp-769222,Dy2Pb2O7,0.9474,0
mp-571495,LuB4,0.0,0
mp-1001080,H2CO3,5.8870000000000005,0
mp-553942,Cu2S,0.0,0
mp-7436,KCuTe,0.6037,0
mp-765267,Li3Fe(BO3)2,2.4444,0
mp-771644,Li3Cu5O8,0.0,0
mp-557362,AlPO4,5.5478,0
mp-11481,MoIr,0.0,0
mp-761299,Li2CoBO4,1.4304,0
mp-35777,Mg(InTe2)2,0.6792,0
mp-764112,V2(OF)3,1.4706,0
mp-29398,Cs2HfI6,2.2062,0
mp-18341,ErPtF7,2.2785,0
mp-8540,NdRhC2,0.0,0
mp-675920,Ti6AgS12,0.0,0
mp-3791,ScCo2Sn,0.0,0
mp-762820,LiV2(SiO4)2,0.9173,0
mp-674325,Rb4CO6,0.426999999999999,0
mp-763261,Fe(PO3)3,2.7346,0
mp-755610,Ba6HfO8,2.4348,0
mp-611316,AsN(OF3)2,2.6593,0
mp-720244,NaCaMgAl(SiO3)4,2.5873,0
mp-34489,LiInSe2,0.394199999999999,0
mp-766256,YTmO3,4.0595,0
mp-707535,H4C(N2O)2,2.3823,0
mp-29454,Na3TlO2,1.8471,0
mp-558541,H9C3SeSN2Cl,3.4454,0
mp-557304,Sr2SiCl2O3,5.1218,0
mp-977379,Ho2NiIr,0.0,0
mp-33797,Sr(RuO3)2,0.0,0
mp-632706,ZnH8(N2Cl)2,4.5084,0
mp-29039,P3RuO9,0.0,0
mp-541201,TlCuPO4,0.008199999999999,0
mp-773299,LiMn3CrO8,1.114799999999999,0
mp-16532,BaCe2FeS5,0.0,0
mp-651706,Cu6AgBi12PbS22,0.0,0
mp-859128,Ba2CaI6,3.9865,0
mp-705559,Na3Ca3Zr2Si4(O5F)3,3.076999999999999,0
mp-643306,HPbCSNO,3.4588,0
mp-772126,Li4Fe(PO4)2,4.2067,0
mp-774745,Li3CuS3,0.6119999999999991,0
mp-559460,Cs2Ti(Si2O5)3,3.290199999999999,0
mp-762774,LiMnPO4F,0.967499999999999,0
mp-763867,MnNi3O4,0.9829999999999992,0
mp-767144,SrLa3MnO8,0.0,0
mp-554993,Pd3(PbS)2,0.0,0
mp-616514,S(IN)2,1.426999999999999,0
mp-780353,Na6B4Sb2SO16,0.0,0
mp-976598,LiHf2Ir,0.0,0
mp-19086,BaCoO2,0.3967,0
mp-571626,Mg3Ga7Co2,0.0,0
mp-753656,SbOF,2.961899999999999,0
mp-777964,Na2BiO3,0.0,0
mp-3962,LaPO4,4.520300000000001,0
mp-1025675,Te4Mo2WSe2,0.3986,0
mp-12659,Mn2Nb,0.0,0
mp-3925,Co2CuS4,0.0,0
mp-759835,CeMgAu,0.0,0
mp-976283,LiYO3,0.0,0
mp-974667,Rb2H2C2O5,3.411699999999999,0
mp-672229,Mn3ZnC,0.0,0
mp-2183,ThSe,0.0,0
mp-983430,HfZnPt2,0.0,0
mp-722937,Zr3Zn3N,0.0,0
mp-735589,CaV2P3HO12,1.5189,0
mp-758673,LiNb2O4,0.0,0
mp-570163,Tm4Mn4Sn7,0.0,0
mp-758770,Li2Mg3Ti6O16,3.3131,0
mp-18125,Ag(AuF4)2,0.258599999999999,0
mp-1030453,Te6Mo3WSe2,0.0079,0
mp-763308,V6O5F19,2.1006,0
mp-570136,CuI,1.6308,0
mp-30873,Th5Sn3,0.0,0
mp-770136,Li4MnV(PO4)3,1.8183999999999991,0
mp-540467,Co(PO3)4,0.009699999999999,0
mp-9047,RbBS3,2.388699999999999,0
mp-769733,LiMn7O12,0.0,0
mp-771115,Cu2NiO4,0.091899999999999,0
mp-706624,H9OsN7Cl2,0.0887,0
mp-762980,VO2F,1.6265,0
mp-570843,Tm(GeRh)2,0.0,0
mp-696931,TlCuHSeO5,0.0,0
mp-772490,Li4Ti3Mn3(WO8)2,0.5023999999999991,0
mp-565851,SrFe2(P2O7)2,2.5887,0
mp-685077,Fe2Te3,0.0,0
mp-27952,SNCl,2.6799999999999993,0
mp-17964,Na2Ge2Se5,1.402299999999999,0
mp-30292,Nd4Se3N2,1.3721,0
mp-540626,NiH8(IO5)2,3.6538,0
mp-773925,Li4V3NiO8,0.9832,0
mp-707349,RbB6H8O7,2.2325,0
mp-570504,Yb11InSb9,0.6565000000000001,0
mp-555646,BaH4(CO3)2,3.4081,0
mp-23266,GeI4,1.996,0
mp-29069,Na(CuS)4,0.0,0
mp-16766,LaAl2Ag3,0.0,0
mp-754736,BaSr3I8,3.1392,0
mp-867351,Tc,0.0,0
mp-740737,CuH12(BrO6)2,0.0,0
mp-776470,Hf3N4,1.0064,0
mp-8641,W,0.0,0
mp-556046,SrGa2B2O7,3.9684999999999993,0
mp-1019255,SmTlCd,0.0,0
mp-2940,LuPO4,5.9556,0
mp-865930,TiZnCu2,0.0,0
mp-867955,Na2Nb3O6,0.0,0
mp-779867,Li8Mn7Fe(BO3)8,2.885199999999999,0
mp-561257,LiPr2C2N4F3,3.705799999999999,0
mp-768024,V2P2O7,2.7873,0
mp-770056,Mn4CoO8,0.0,0
mp-545746,KSO4,3.558999999999999,0
mp-541037,CsCuO,1.1227,0
mp-13434,CaMgNi4,0.0,0
mp-675152,NdPb8F19,3.5795999999999992,0
mp-631637,Mg2PbW,0.0,0
mp-694906,Co(Bi3O5)4,1.1879,0
mp-761393,LiP4WO13,2.0451,0
mp-25749,Fe2WO6,1.8976,0
mp-6328,Na2Ti2Sb2O,0.0,0
mp-29514,PHF4,7.5482,0
mp-752596,YbSmO3,0.0,0
mp-764056,Na3(NiO2)2,0.7828,0
mp-1660,ErZn,0.0,0
mp-1007961,CrInCu2,0.0,0
mp-556464,SiO2,4.035,0
mp-567082,Ti4As3,0.0,0
mp-14793,Mg2SiPt,0.0,0
mp-11871,HoNi,0.0,0
mp-2131,SrN6,3.7752,0
mp-19743,LaFeGe3,0.0,0
mp-867145,LiHo2Ga,0.0,0
mp-765344,Li8NbNi3(PO4)6,0.289499999999999,0
mp-649253,NbClF8,3.263,0
mp-752724,Ho2TiO5,3.0358,0
mp-19778,Nd3PbN,0.0,0
mp-756935,Li3SbO3,2.8939999999999992,0
mp-768814,Y2GeO5,3.397599999999999,0
mp-771092,Li6Mn3Cr(PO4)6,0.6678000000000001,0
mp-776795,BaYBr5,3.8401,0
mp-767325,MnOF2,0.3771,0
mp-30890,Hg3SO6,0.5677999999999991,0
mp-13967,Nb5(CuSi)4,0.0,0
mp-557577,K3ScSi2O7,3.6385,0
mp-865920,YbPmZn2,0.0,0
mp-697120,BH3NF4,7.5583,0
mp-10776,K2Sn(AsS3)2,1.0089,0
mp-569608,BP2N2Cl7,3.0653,0
mp-542831,Gd2SiO5,3.0252,0
mp-510378,CsMnSb,0.0,0
mp-776214,Hf2N2O,2.0381,0
mp-1019739,Eu2Ge(BO4)2,0.0,0
mp-862998,Si2O5,2.766,0
mp-15201,Pr2Ti2O7,2.8979999999999992,0
mp-3529,K3VS4,1.582999999999999,0
mp-554591,K2Ca2(CO3)3,4.7388,0
mp-29221,Ca2AlF7,7.1413,0
mp-570899,YbNi2Sn,0.0,0
mp-756339,Tm2TeO6,2.45,0
mp-504968,RbFeCl4,1.305,0
mp-540615,Nb3Se5Cl7,0.9467,0
mp-771062,Li6MnFe3(PO4)6,1.1778,0
mp-1779,YbTe,1.468799999999999,0
mp-675146,Pr2PbSe4,1.658699999999999,0
mp-766901,LiVF6,3.0818,0
mp-772005,Li3V4NiO12,0.0775,0
mp-23827,Sr7(H6Cl)2,3.8615,0
mp-14493,Na5InO4,1.7202,0
mp-763154,Mn3CoCu2(PO4)6,0.0,0
mp-1029640,Ba3OsN3,0.0,0
mp-17839,K3Na(SeO4)2,3.5517,0
mp-1402,SmNi2,0.0,0
mp-13357,Yb2MgSi2,0.0,0
mp-37014,GdPaO4,2.3198,0
mp-505341,Ni2W3N,0.0,0
mp-623646,TiNiSn,0.0,0
mp-989525,Cs2RbPbF6,0.0,0
mp-770865,Mn3SnO8,1.6699000000000002,0
mp-23872,Ca3Al2H6S(OF)8,5.7404,0
mp-863673,LiPm2Rh,0.0,0
mp-4492,MnCo2Si,0.0,0
mp-859156,Li4Ni7(OF7)2,2.7778,0
mp-707208,H8C2SeS2(N2Cl)2,2.8516999999999992,0
mp-31451,ZrCoBi,0.9771999999999992,0
mp-744639,Cr2Hg2H2O9,2.1669,0
mp-864925,NdMgZn2,0.0,0
mp-1028589,TeWSe,0.266299999999999,0
mp-30684,Zr3Ga2,0.0,0
mp-989527,Cs2NaNF6,2.8011999999999992,0
mp-505179,NaH6BrO5,2.1492,0
mp-759946,Sc16O15,0.0,0
mp-769061,Bi4(BO4)3,0.0,0
mp-770388,RbFe3O5,1.624499999999999,0
mp-767076,Sn(PO3)2,3.7461,0
mp-20773,PuAs,0.0,0
mp-29833,Bi2(SeO3)3,3.392699999999999,0
mp-974827,KPr3,0.0,0
mp-676275,Nd2Pb5F16,4.1182,0
mp-5369,PrB2Rh3,0.0,0
mp-570697,CaC2,1.753499999999999,0
mp-755660,Lu3TaO7,3.326,0
mp-534778,NaCa2ScZn2(SiO3)6,4.2934,0
mp-14049,Ba3Al2(SiO4)3,3.2933,0
mp-17816,Na5AsO5,1.4127,0
mp-677413,K2SO3,0.0,0
mp-981539,Hf2IrPd,0.0,0
mp-770656,Li4TiFe5O12,0.335499999999999,0
mp-768745,HfP2O7,5.4604,0
mp-556039,Na3Y(BO3)2,3.6611,0
mp-758848,Ti5NbO12,0.0,0
mp-1030732,TeMoSe,0.3348,0
mp-770478,Na6Cu2As(CO4)4,0.0,0
mp-557689,CaAl2B2O7,4.8231,0
mp-776039,NaMnBO3,2.5243,0
mp-541609,Y2Ge5Ir3,0.0,0
mp-771748,Li2VFe3O8,0.9518,0
mp-850409,Fe2OF3,1.5199,0
mp-7574,AlBMo,0.0,0
mp-976319,NaHo3,0.0,0
mp-542844,V2O5,1.396,0
mp-559307,Cu3P4(SI)3,1.513599999999999,0
mp-770948,Na3CoPCO7,2.8697,0
mp-865402,TmAlCu,0.0,0
mp-39025,NbO2F,1.6515,0
mp-779165,Li2MnF5,1.4327,0
mp-2215,ThHg2,0.0,0
mp-557613,K2Mn2Be3F12,4.5317,0
mp-542678,AlAs(H2O3)2,3.641199999999999,0
mp-3498,HfGaNi2,0.0,0
mvc-11360,BiOF,2.9442,0
mp-540834,Ni2Hg2OF6,0.9556,0
mp-22760,La(MnGe)2,0.0,0
mp-19774,Eu(CdSb)2,0.0,0
mp-1029592,Li3YN2,2.079799999999999,0
mp-7848,AlPO4,5.663699999999999,0
mp-557176,Ba5B4(O5F)2,4.5127,0
mp-757788,LiNb(PO3)4,0.8601000000000001,0
mp-767225,LiFe2(PO4)2,1.5209,0
mp-2840,PuIr2,0.0,0
mp-756213,Li8BiS6,0.0,0
mp-781690,Li4Cu2Ni3Sb3O16,0.090599999999999,0
mp-20036,Gd3S4,0.0,0
mp-558208,RbInAs2O7,2.5506,0
mp-582984,Pr6Fe13Pb,0.0,0
mp-778337,Li2Mn(CoO3)2,0.8104999999999991,0
mp-770255,Li4Cr3CoO8,0.8064,0
mp-30308,TlAuF6,1.4262,0
mp-21135,Pr3InO,0.0,0
mp-580113,Dy(Zn10Ru)2,0.0,0
mp-638104,Nb2Tl4Se11,0.9315,0
mp-680498,RbTaPS6,1.724,0
mp-557840,NaLa(SO4)2,4.1818,0
mp-675531,NaBiS2,1.089999999999999,0
mp-24523,CsAlH24(SeO10)2,4.2024,0
mp-777248,LiFeF3,3.0058,0
mp-672335,YIn2Ni9,0.0,0
mp-755251,Gd2HfO5,3.2044,0
mp-775850,Mn2Fe3Sb(PO4)6,2.248,0
mp-554481,Ba2Sb4P2O17,1.8778,0
mp-866033,AlZnRh2,0.0,0
mp-1019377,Al(PO3)3,5.8176,0
mp-1020610,Zn2SiO4,2.2492,0
mp-689817,Cs4U2V2O13,2.0504,0
mp-761323,Co6O5F7,0.0,0
mp-39412,SrLaMn2O6,0.0,0
mp-863847,FeO3,0.0,0
mp-541448,Rb3(FeS2)2,0.0,0
mp-643409,Ba4Y(CuO3)3,0.0,0
mp-754808,La2MgO4,2.4898,0
mp-20801,LiIn2Pd,0.0,0
mp-29950,Nb3Cl8,0.145999999999999,0
mp-1018704,GdAlZn,0.0,0
mp-776055,Fe3Cu2Sb(PO4)6,0.0,0
mp-28453,CsAuI3,0.7272000000000001,0
mp-761353,P4WO13,1.9875,0
mp-766908,Li5VO3F2,1.6471,0
mp-1018015,Ti2MnGe,0.0,0
mp-760863,Na4Ti7O16,2.3982,0
mp-977058,NpBO3,0.0,0
mp-568449,Sm2AlGe3,0.0,0
mp-28611,ThTa2O7,2.6556,0
mp-11794,AlAgO2,0.8241,0
mp-34761,Ta5N6,0.0,0
mp-10197,ZrO,0.0,0
mp-7844,Mg3As2,0.545399999999999,0
mp-865890,Li2CaIn,0.0,0
mp-17658,Sm(NiGe)3,0.0,0
mp-673116,Bi5(PO4)6,0.0,0
mp-758311,Li2CuSiO4,0.0,0
mp-780503,Li4Cr7(PO4)6,1.6815,0
mp-770957,Be(CoO2)2,0.0,0
mp-1009131,MnAs,0.0,0
mp-1013705,Sr3BiAs,0.0,0
mp-772342,Y2W2O9,1.9714999999999991,0
mp-23349,Bi(BO2)3,3.8401,0
mp-695815,BeP2(HO)4,5.9704,0
mp-12054,Cr2B3,0.0,0
mp-978255,MgTi3,0.0,0
mp-763753,Li2Ti2FeO6,1.9744,0
mp-684609,HCl,5.1701,0
mp-977435,ZrAlRh2,0.0,0
mp-767197,VOF3,3.2113,0
mp-622489,K4Zn(WO4)3,4.2269,0
mp-769966,Li3TiFe3O8,1.8386,0
mp-769395,Ho3ReO7,0.0,0
mp-510764,Ni(WO4)2,0.4393,0
mp-684711,Zr3S4,0.0,0
mp-667309,Li2SeO4,0.010499999999999,0
mp-12022,HgB4O7,1.795699999999999,0
mp-774883,LiFe3(SnS4)2,0.0,0
mp-23146,TlZnSClO4,4.357100000000001,0
mp-568105,Ba2Zr6BCl17,1.0883,0
mp-8323,Dy2S2O,2.169899999999999,0
mp-6246,Ca2CO3F2,5.14,0
mp-780889,LiMnP3HO10,1.2315,0
mp-769210,Tb2Pb2O7,1.093099999999999,0
mp-19986,DyGeRu,0.0,0
mp-777780,Li3MnF6,1.3675,0
mp-1129,ScIr,0.0,0
mp-755470,Li2BiS2,0.0,0
mp-775297,FeCu3(PO4)4,0.0,0
mp-554151,SiO2,5.725199999999999,0
mp-714931,VO2,1.2524,0
mp-570044,NbI4,0.477999999999999,0
mp-4906,Te2SO7,3.2845,0
mp-567685,Er4InIr,0.0,0
mp-554593,TbTaO4,4.1244,0
mp-694952,Ti5Fe11O24,1.164,0
mp-560100,CdCu2(BO3)2,0.106,0
mp-20180,Mn3GeC,0.0,0
mp-540735,Cs2UBr6,0.0,0
mp-29219,Ba2(Ni3B2)3,0.0,0
mp-570379,Cs2LiLuCl6,5.3389,0
mp-849776,InH10C3O11,3.4852,0
mp-5408,Ag3AsO4,0.0,0
mp-2079,Rb2P3,0.7643999999999991,0
mp-861894,Li2LaSn,0.0,0
mp-730154,NaAs3H2O9,2.6272,0
mp-775686,Li4Fe3Ni3(SnO8)2,0.0,0
mp-568155,U(AlC)3,0.0,0
mp-989631,LaMoN3,2.0896999999999992,0
mp-866204,Pm2SiHg,0.0,0
mp-552191,Ba2TbBiO6,1.7187,0
mp-754110,SmAgO2,2.5214,0
mp-15643,SrMgGe,0.0269,0
mp-767069,LiVSiO4,2.638499999999999,0
mp-973493,LiLu3,0.0,0
mp-28555,RbSF5,4.6838,0
